original_message,encoded_message,algorithm,error,probability,decoded_message
ejgiqeoetsgihqoekaonjqurofowkvab,H0000110111010111010100110011101110101101110001011001010100111100110010101110100011100110110011101101001011010000111000101101111001100101011010110110000101101111001011100110101001110001011101010111001001101111011001100110111101110111011010110111011001100000101100010,Hamming,True,0.04,mjgkqeOetsgihqoekao.jsurofowkvab
snbqxmwwksdioalmufqbcsgaodkosrnenyaefahfviqy,F0111001101101110011000100111000101111000011011010111011101110110011010110111001101100100011010010110111101100001011011000110110101110101011001100111000101100010011000110111001101100111011000010110111101100100011010110110111101110011011100100110111001100101011011100111100101100001011001010110011001100001011010000110011001110110011010010111000101111001e304,Fletcher,True,0.04,snbqxmwvksdioalmufqbcsgaodkosrnenyaefahfviqy
jrhjfckactoqzhzv,F01101010011100100110100001101010011001100110001101101011011000010110001101110100011011110111000101111010011010000111101001110110585b,Fletcher,False,0.04,jrhjfckactoqzhzv
otlnyxkfewlwjpkevnqztuha,F0110111101110100011011000110111001111001011110000110101101100110011001010111011101101100011101110110111001110000011010110110010101110110011011100111000101111010011101000111010101101000011000018b8f,Fletcher,True,0.01,otlnyxkfewlwnpkevnqztuha
utgufekxyrpanlitrzsytsnzncudscqclxodowkjoyst,H0101111001010110101000110011101111010101100110011001010110101101111100001111001011100100011000001100001011011100110110001101001101010100011100100111101001110011011110010111010001110011011011100111101001101110011000110111010101100100011100110110001101110001101000011011011000111100001101111011001000110111101110111011010110110101001101111011110010111001101110100,Hamming,True,0.04,utgufekxyr0anliTrzsytsnzncudsaqClxodowkjoysu
jmavykbmlqkbndrrn,H000011001010001101101011000010101101100111100101101011011000100111011010110110001110001011010110010001001101110011001000111001010111001001101110,Hamming,True,0.01,"j-avykbmlqk""odrrn"
oaeebwfojkzsorxilasbfgcdmnpnhhyqarwqnkferxritxxqoczzdwjfvkcxkriuxeqjnvasnlitcxfshyssyxdwhpmuokm,H01001101111101100000101101101011100101011000100111011101100100011101111011010100110101101111010011100110110111101110010011110001011010010110110001100001011100110110001001100110011001110110001101100100011011010110111001110010011011100110100001101000011110011011100010110000101110010011101110101000101101110011010110110011001100101011100100111100001110010011010010111010101111000011110000111000101101111011000110111101001111010011001000111011101101010011001100111011001101011001000110111110001101011011100100110100010111010101111000011001010111000101101010011011100110011001100001011100110110111001001100011010010101010001100011011110000110011001110011011010000111100100110011011100110111100101111000011001010111011101101000011100000110110101110101011011110110101101101101,Hamming,True,0.01,oamebwdojkzsorxilasbfgcdmnrnhhyqarwQnkferxriuxxqoczzdwjfvk#|kriuxeqjnfasnLiTcxfshy3syxeuhpmuokm
pitjwucurgqztyupbewahxzzwgdifnxydimkvybhvbptbqcvlheqvqxsmqoaebbkfrjhcvwmnkrcnc,F011100000110100101110100011010100111011101110101011000110111010101110010011001110111000101111010011101000111100101110101011100000110001001100101011101110110000101101000011110000111001001111010011101110110011101100100011010010110011001101110011110000111100101100100011010010110110101101011011101100111100101100010011010000111011001100010011100000111010001100010011100011110001101110110011011000110100001100101011100010111011001110001011110000111001101101101011100010110111101100001011001010110001001100010011010110110011001110010011010100110100001100011011101100111011101101101011011100110101101110010011000110110111001100011ebc1,Fletcher,True,0.01,pitjwucurgqztyupbewahxrzwgdifnxydimkvybhvbptbqãvlheqvqxsmqoaebbkfrjhcvwmnkrcnc
wtkzdqqkqytizyzmrxlkcuziybprggpljrsqpscfvhspcqtvca,F0111011101110100011010110011101001100100011100010111000101101011011100010111100101110100011010010111101000111001011110100110110101110010011110000110110001101011011000110111010101111010011010010111100101100010011100000111001001100111011001110111000001101100011010100111001001110011011100010111000001110011011000110110011001110110011010000111001101110000010000110111000101100100011101100110001101100001ea21,Fletcher,True,0.013333333333333334,wtk:dqqkqytiz9zmrxlkcuziybprggpljrsqpscfvhspCqdvca
sfphchghnpexbwultzhgyh,H1100111100110110001100111000001110100001100011011010000110011101111100001001110111100000110010101111000011000100111011101110101100101100011101000111101001101000011001110111100101101000,Hamming,True,0.01,"sfphchgxNðehbwu,tzhgyi"
dsqoeyvqaaskqzuomzwcwcgetwosaboikaswndvqmlpnzygxhjrdbrhdzfmlpdlhtutk,H00011101010001111001101110001010101111011001010111100101110110011110001011000010110000101110011011010110111000101111010011101010011011110110110101111010011101110110001111110111011000110110011101100101011101000111011101101111011100110110000101100010011011101011011010110101101100001001100110111011101101110011001000111011001110001011011010110110001110000011011100111101001111001011001110111100001101000011010100111001001100100011000100111001001101000011001000111101001100110011011010110110001110000011001000110111000110100001110100011101010111011001101011,Hamming,True,0.04,dsqoeyvqaaskqzuomzsc÷cgetwosabomka3wndvqmlpnzygxhjrdbrhdzfmlpdlhtuvj
bgrcrddnpfvfbgfjhlecgsfgykyyxkqkqqhootxaqkecuoslhwclcxwggwiobxvroyjd,H10001101001001110011101110010011100011011100100110010001100100011101110011100000110011001010110011001100110001001100111011001100011010100110100001101101011001010110001101100111011100110110011001100111011110010110101101111001011110010111100001101011011100011011010110111000101110001011010000110111101101111011101001111100001100001011100010110101101100101011000110111010101101111011100110110110001101000011101110110001101101100011000110111100001110111011001110110011101110111011010010110111101100010011110100111011100111001001101111011110010110101001100100,Hamming,True,0.02,bgrcrddnpfVfbgfjhmecgsfgykyyxkqkqqhootøaqkecuoslhwclcxwggwiobzvroyjd
toiphrlbujpzsynnkpnjfmaqokynfhirqafxqvkta,F0111010001101111011010010111000001101000011100100110110001100010011101010110101001110000011110100111001101111011011011100110111001101011011100000110111001101010011001100110110101100001011100010110111101101011011110010110111001100110011010000110100101110010011100010110000101100110011110000111001101110110011010110111010001100001916b,Fletcher,True,0.02,toiphrlbujpzs{nnkpnjfmaqokynfhirqafxsvkta
molvnmnznebwpzljvzukdcjgbcbzezelahelsoqrxcwgpnb,H0100110011010111011110110110001111011001101110011011010110111001111101001101110011001010110001001110111011100000111101001101100001101010011101100111101001110101011010110110010001100011011010100110011101100010011000110110001001111010011001010111101001100100101101100010000010110100001100101011011000111001001101111011100010111001001111000011000110111011101100111011100000110111001100010,Hamming,True,0.013333333333333334,molvnmlznebwpzljvzukdcjgbcbzezelAhelroqrxcwgpnb
llqiegzeglaronmplmqrmvzgjyvfjsnvziao,H000111001100011001100011100010101010010110010101100111011110100111001010110011101101100011000010111001001101111011011100110110100111000001101100011011010111000101110010011011010111011001111010011001110110101001111001011101100110011001101010011100110110111100111011101111010011010010110000101101111,Hamming,True,0.01,llqiegzeglaronmplmqrmvzgjyvfjsnvziao
harewbrdonvjxumijjc,H0001110110000110000010111001001110010101110111011000100111001001110010001101111011011000111011001101010011110000111010101101101001100001011010100110101001100011,Hamming,True,0.013333333333333334,harewbrdolvjxemajjb
zxkiearduzgutahohaevdfpsibejeemgzauktqrtydyzriknqfmbyyucfbeheomreekjspakxzgqnj,H1001111110100111110000110101101010100101100101011000010111001001110010001110101011110100110011101110101011101000110000101101000101101111011010000110000101100101011101100110010001100110011100000111001101101001011000100110010101101000011001010110010101101101101100100011110100110000101110101011010110111010001110001011100100111010001011001011001000111100101111010011100100110100101101011011011100111100101100110011011010110000001111001011110010111010101100111011001100110001001100101011110000110010001101111011011101011100100110010101100101011010110110101001110011011100000110000101101011011110000111101001100111011100010110111001101010,Hamming,True,0.01,zxkiearduzcutahohaevdfpsibeheemdzauktqrtYdyzriknyfm`yyugfbexdomreekjspakxzgqnj
qlxfsnxwknoilfsvqodcaqiyfqxgwxzrkvikytjlbmtvkwfcygzpwgaoxehscdrhidom,H10000110000101100111001111000011100110011100110110111001111000001110111011010110110111001101111111010010110110001100110011100111011101100111000101101111011001000110001101100001011100010110100101111001011001100111000101111000011001110111011101111000011110100011100100110101101110110011010010110101101111001011101000110101000101100011000100110110101110100011101100111101101110111011001100110001101111001011001110111101001110000011101110110011101100001011011110111100001100101011010000111001101100011011001000111000100110100001101001011101000110111101100101,Hamming,True,0.04,"1nxfsnxwknoénfsvqodcaqiyfqxgwxzrkvikytj,bmtv{wfcygzpwgaoxehscdrhitoe"
apryelsqharfmejxyfoohiampljlfizujmbymzozkhvjnweffaoztobaxlfopgpnkasjafmklmccfqmqyxnb,H1101110000010110101000111001001111100101100101011011000111001101111000101101100011000010111001001100110011011010110010101101010101111000011110010110011011101111011011110110100001101001011000010110110101110000011011000110101001101100011001100110100101111011001110101011010100110110101100010011110010110110101111010011011110111101001101011011010000111011001101010011011100111011101100101011000100110011001100001011011110111101001110100011011110110001001100001011110000110110001100110011011110111000001100111011100000011011100110101111100011011100110110101001100001011001100110100101101011011011000110110101100011011000110110011001110001011011010111000101111001011110000110111001100010,Hamming,True,0.013333333333333334,atryelsqlarfmejxyfïohiampljlfizujmbymzozkhvjnwebfaoztobaxlfopgpokãsjafiklmccfqmqyxnb
nfvllrevwwexuizezafyjzuzvecyjdaavcqjkibkiywlpjpoccdoxkacfsuiieyfcmthuwskvuk,F0110111001100110011101100110110001101100011100100110010101110110011111110111011101100101011110000101010101101001011110100110010101111010011000010110011001111001011010100111101001110101011110100111011001101101011000110111100101101010011001000110000101100001011101100110001101110001011010100110101111101001011000100110101101101001011110010111011101101100011100100110101001110000011011110110001101100011001001000110111101111000011010110110000101100011011001100111001101110101011010010110100101100101011110010110011001100011011011010111010001101000011101010111011101110011011010110111011001110101011010118c3b,Fletcher,True,0.04,nfvllrevwexUizezafyjzuzvmcyjdaavcqjkébkiywlrjpocc$oxkacfsuiieyfcmthuwskvuk
phlnpkiprzbsyrfivxvgqreamhreprhpdrqpukz,H010011110000011001000011011000101011100111000001101011011010010011100000111001001111010011000100111011101111001011100100110011000110100101110110011110000111011001100111011100010111001001100101011000010110110101101000011100100110010101110000011100100110100000111100001100100011100100111000101110000011101010110101101111000,Hamming,True,0.013333333333333334,phlnxkiprzbwyrfivxvgqreamhreprhxdrqpukx
wnesypamnjbqjubejrglaxrcuoyfypwnfsmghdunaefyitmxjxqnwxjltyviodhvddospisaahu,F0111011101101110011001010111001101111001011100000110000101100101011011100111101001100010011100010110101001110101011000100110010101101010011100100110011101101100011000010111100001110010011000110111010101101111011110010110011001111001011100000111011101101110011001100111001101101101011001110110100001100100011101010110111001100001011001010110011001111001011010010111010001101101011110000110101001111000011100010110111001110111011110000110101001101100011101000111100101110110011010010110111101100100011010000111011001000100011001000110111101110011011100000110100101110011011000010110000101101000011101015032,Fletcher,True,0.01,wnesypaenzbqjubejrglaxrcuoyfypwnfsmghdunaefyitmxjxqnwxjltyviodhvDdospisaahu
mnqokvlrybllzzvyujzrsmaxuhcqidvtnfdryulsnzdgctchzwrplrkljsoimakqigfejmdhvdxcwjvvjlvrwawgtcpe,H10011100110101110111001110001010101111011010110111011001101100011110010011110010110001011101100011011000111101001111010011101101011110010111010101101010011110100111001001110011011011010110000101111000011101010110100001100011111100010110100101100100011101110011101000110111001100110011001000111001001111001011101010110110001110011011011100111101001100100011001110110001101110100011000011110100001111010011101110111001001100000011011000111001001101011011011000110101001110011011011110110100101101101011000010110100110111000101101001011001110110011001100101011010100110110101100100011010000111011001100100011110000110001101110111011010100011011001110110011010100110110001110110011100100111011101100001011101110110011101110100011000110111000001100101,Hamming,True,0.02,mnqokvlrybìlzzvyujzrsmaxuhcñidvtnfdryulsnzdgctaêzwr`lrkljsoimakqigfejmdhvdxcwj6vjlvrwawgtcpd
nuwyzivzkbasxghlaaozfpmswxddjlonskositkmvihwfnyqlkyunxapkqpkaogsrbxvtgeybpbwqkgsmgnbrnldnp,F0110111101110101011101110111100101111010011010010111011001111010011010110110001001100001011100110111100001100111011010000110110001100000011000010110111101111010011001101111000001101101011100110111011101111000011001000110010001101010011011000110111101101110011100110110101101101111011100110110100101110100011010110110110101110110011010010110100001110111011001100110111001111001011100010110110001101011011110010111010101101110010110000110000101110000011010110111000111110000011010110110000101101111011001110111001101110010011000100111100001110110011101000110011101100101011110010110001001110000011000100111001101110001011010110110011101110011001011011110011101101110011000100111001001101110011011000110010001101110011100004a15,Fletcher,True,0.01,ouwyzivzkbasxghl`aozfðmswxddjlonskositkmvihwfnyqlkyunXapkqðkaogsrbxvtgeybpbsqkgs-çnbrnldnp
